27804,5027,-7458,19876,167,-3221,1776
27814,5024,-7464,19892,163,-3230,1777
27824,5008,-7457,19908,172,-3228,1783
27834,5024,-7489,19854,166,-3228,1784
27844,5029,-7488,19871,165,-3239,1789
27854,5007,-7494,19836,168,-3233,1788
27864,5014,-7445,19866,159,-3236,1772
27873,5000,-7484,19898,157,-3222,1773
27883,5008,-7431,19936,164,-3223,1779
27893,5045,-7454,19899,151,-3225,1781
27903,5006,-7439,19886,166,-3222,1789
27913,4997,-7490,19889,168,-3230,1786
27923,4991,-7483,19849,166,-3222,1782
27933,5030,-7501,19871,158,-3225,1784
27943,5011,-7485,19903,180,-3214,1788
27953,5025,-7512,19889,165,-3228,1785
27963,5008,-7473,19861,160,-3226,1775
27973,5023,-7445,19905,177,-3224,1777
27982,5034,-7453,19942,172,-3222,1778
27992,5042,-7476,19882,158,-3223,1782
28012,5016,-7470,19868,165,-3241,1778
28022,4992,-7481,19902,166,-3240,1780
28032,5028,-7456,19901,172,-3233,1782
28042,5018,-7443,19919,155,-3229,1773
28052,5067,-7477,19899,169,-3229,1781
28062,5020,-7477,19880,170,-3234,1786
28072,4998,-7490,19870,172,-3229,1786
28082,4996,-7487,19894,163,-3237,1785
28091,5013,-7463,19926,170,-3225,1779
28101,5048,-7469,19910,170,-3237,1784
28111,5030,-7485,19902,170,-3236,1778
28121,5028,-7478,19905,164,-3231,1781
28131,4985,-7466,19849,164,-3226,1782
28141,5024,-7485,19888,156,-3223,1787
28151,5052,-7467,19900,160,-3219,1791
28161,5036,-7515,19871,155,-3225,1787
28171,5011,-7473,19904,171,-3229,1782
28181,5000,-7484,19898,169,-3235,1791
28191,5010,-7492,19877,158,-3226,1779
28201,5044,-7498,19890,172,-3226,1785
28210,5024,-7460,19920,161,-3230,1782
28220,4991,-7478,19903,157,-3221,1779
28230,5002,-7469,19921,169,-3220,1780
28240,5020,-7472,19902,169,-3226,1783
28250,5048,-7464,19893,163,-3234,1772
28260,5019,-7470,19885,174,-3231,1786
28270,5003,-7481,19925,167,-3227,1791
28280,5008,-7491,19904,166,-3225,1786
28290,5006,-7505,19896,162,-3217,1784
28300,5005,-7466,19884,156,-3218,1785
28310,4995,-7461,19866,173,-3229,1778
28319,5037,-7479,19881,166,-3235,1789
28329,5024,-7484,19873,194,-3234,1784
28339,5008,-7491,19870,182,-3228,1777
28349,4975,-7482,19884,161,-3224,1789
28359,5016,-7498,19889,158,-3226,1797
28369,5015,-7481,19879,172,-3229,1781
28379,5021,-7460,19908,164,-3225,1776
28389,5024,-7460,19875,155,-3218,1771
28399,4994,-7456,19870,153,-3218,1772
28409,5005,-7498,19894,176,-3215,1778
28419,5005,-7484,19878,179,-3228,1785
28429,5019,-7484,19894,158,-3238,1775
28438,5007,-7438,19947,169,-3235,1774
28448,5002,-7477,19890,172,-3223,1783
28458,4998,-7460,19878,171,-3224,1787
28468,4980,-7461,19880,166,-3244,1780
28478,5012,-7436,19939,172,-3222,1777
28488,5045,-7476,19937,167,-3237,1783
28498,5026,-7462,19885,173,-3241,1781
28508,4997,-7506,19844,168,-3214,1776
28518,5029,-7486,19912,161,-3224,1786
28528,5040,-7475,19894,162,-3224,1785
28538,5030,-7446,19896,159,-3220,1776
28548,5044,-7475,19887,161,-3238,1786
28557,5021,-7487,19873,167,-3234,1786
28567,5021,-7448,19859,162,-3228,1784
28577,5006,-7435,19902,158,-3230,1786
28587,5030,-7476,19874,161,-3237,1784
28597,5004,-7480,19884,175,-3232,1781
28607,5042,-7437,19872,173,-3227,1786
28617,5035,-7448,19902,161,-3226,1791
28627,5008,-7483,19870,170,-3232,1777
28637,4997,-7463,19900,170,-3226,1769
28647,5046,-7479,19875,156,-3218,1785
28657,5019,-7485,19868,165,-3216,1779
28666,5014,-7473,19887,165,-3223,1781
28676,5019,-7451,19924,169,-3231,1780
28686,5017,-7462,19873,159,-3240,1778
28696,5028,-7475,19887,162,-3236,1785
28706,5057,-7442,19874,162,-3216,1784
28716,4994,-7470,19918,171,-3236,1780
28726,4997,-7446,19874,170,-3228,1774
28736,4996,-7453,19851,168,-3223,1769
28746,5009,-7444,19886,168,-3224,1774
28756,5052,-7470,19886,162,-3224,1771
28766,5040,-7454,19887,183,-3229,1783
28776,5023,-7484,19914,174,-3218,1781
28785,5015,-7476,19942,175,-3216,1783
28795,5032,-7483,19925,179,-3227,1791
28805,5030,-7461,19907,168,-3223,1773
28815,5048,-7492,19899,153,-3223,1776
28825,5025,-7457,19900,165,-3225,1786
28835,5025,-7490,19874,170,-3235,1792
28845,5003,-7456,19895,171,-3228,1782
28855,5024,-7457,19916,143,-3225,1792
28865,5031,-7437,19879,162,-3229,1778
28875,5052,-7465,19860,174,-3230,1767
28885,5034,-7460,19869,162,-3222,1777
28894,5034,-7471,19920,162,-3222,1787
28904,4994,-7477,19900,169,-3238,1786
28914,5012,-7471,19847,178,-3236,1786
28924,5020,-7464,19931,162,-3230,1777
28934,4998,-7482,19877,174,-3232,1788
28944,5000,-7451,19897,184,-3227,1784
28954,5032,-7449,19893,168,-3225,1784
# 28955 LED ON
28964,5011,-7474,19863,150,-3226,1782
28974,5028,-7485,19890,166,-3229,1790
28984,5054,-7483,19905,168,-3230,1775
28994,5018,-7501,19882,164,-3225,1779
29004,4962,-7523,19925,176,-3230,1779
29023,4994,-7425,19893,165,-3221,1776
29033,5035,-7453,19899,183,-3217,1771
29043,5032,-7464,19864,163,-3211,1789
29053,4990,-7435,19903,165,-3227,1776
29063,5012,-7480,19888,177,-3235,1777
29073,5011,-7472,19857,174,-3228,1778
29083,5020,-7497,19893,167,-3223,1786
29093,5034,-7487,19922,158,-3228,1776
29103,5015,-7465,19897,164,-3231,1777
29113,5012,-7446,19898,171,-3235,1776
29122,5025,-7487,19876,166,-3224,1772
29132,5000,-7438,19881,172,-3233,1781
29142,5043,-7499,19833,185,-3236,1787
29152,5024,-7480,19900,176,-3225,1781
29162,5037,-7481,19883,173,-3225,1783
29172,5012,-7441,19908,180,-3228,1773
29182,5001,-7451,19880,175,-3247,1777
29192,5040,-7445,19915,173,-3235,1782
29202,5069,-7483,19901,158,-3233,1776
29212,5007,-7468,19891,162,-3231,1771
29222,4998,-7511,19866,161,-3215,1777
29232,5027,-7468,19889,171,-3228,1783
29241,5032,-7486,19903,166,-3216,1775
29251,5017,-7482,19861,158,-3227,1779
29261,5013,-7503,19871,167,-3231,1773
29271,5009,-7494,19907,176,-3225,1783
29281,5034,-7498,19857,174,-3241,1787
29291,5030,-7474,19869,162,-3224,1793
29301,5045,-7456,19859,178,-3219,1785
29311,5059,-7438,19922,156,-3234,1782
29321,5031,-7456,19929,151,-3231,1773
29331,4990,-7468,19907,172,-3229,1779
29341,5036,-7458,19861,167,-3248,1783
29350,5000,-7481,19878,158,-3231,1790
29360,5012,-7490,19876,166,-3223,1792
29370,5019,-7472,19903,172,-3216,1781
29380,5022,-7453,19872,179,-3220,1790
29390,5012,-7483,19883,166,-3233,1780
29400,5038,-7457,19902,155,-3235,1783
29410,5020,-7510,19880,167,-3233,1786
29420,5024,-7464,19892,158,-3233,1782
29430,5036,-7481,19851,168,-3219,1774
29440,5052,-7447,19886,175,-3224,1785
29450,5037,-7499,19845,162,-3223,1782
29460,5010,-7492,19881,167,-3217,1768
29469,5003,-7452,19891,162,-3211,1784
29479,5019,-7459,19888,176,-3215,1778
29489,5031,-7516,19887,171,-3219,1782
29499,5009,-7471,19923,175,-3221,1774
29509,5028,-7482,19890,173,-3220,1785
29519,5017,-7457,19899,172,-3219,1784
29529,5022,-7460,19878,165,-3239,1779
29539,5024,-7448,19927,166,-3243,1771
29549,5010,-7468,19882,178,-3244,1776
29559,4998,-7460,19834,176,-3216,1783
# 29560 LED OFF
29569,5024,-7435,19881,161,-3223,1791
29578,5059,-7471,19916,177,-3231,1782
29588,5023,-7498,19896,151,-3228,1791
29598,5027,-7464,19920,167,-3220,1792
29608,5018,-7460,19859,172,-3228,1778
29618,5017,-7461,19875,157,-3224,1782
29628,5033,-7465,19882,165,-3223,1792
29638,5032,-7474,19914,176,-3222,1794
29648,5041,-7465,19879,169,-3235,1779
29658,5003,-7496,19892,184,-3239,1782
29668,4998,-7469,19885,169,-3233,1778
29678,5048,-7452,19880,170,-3233,1773
29688,5027,-7451,19876,166,-3228,1786
29697,5022,-7487,19873,161,-3233,1777
29707,5014,-7464,19926,157,-3224,1762
29717,4997,-7501,19906,153,-3224,1775
29727,5014,-7468,19891,165,-3231,1791
29737,5043,-7475,19889,169,-3220,1791
29747,5052,-7468,19922,160,-3223,1783
29757,5008,-7471,19900,157,-3231,1785
29767,5021,-7479,19880,165,-3239,1787
29777,5040,-7497,19882,173,-3238,1785
29787,5037,-7430,19899,165,-3225,1784
29797,5030,-7494,19905,166,-3231,1781
29806,5025,-7491,19873,169,-3220,1786
29816,5061,-7483,19858,171,-3217,1782
29826,5019,-7474,19862,159,-3220,1776
29836,5025,-7477,19873,175,-3227,1779
29846,5020,-7489,19918,178,-3231,1786
29856,5028,-7483,19897,165,-3231,1784
29866,5037,-7489,19890,165,-3232,1784
29876,5026,-7493,19883,159,-3242,1788
29886,4992,-7485,19871,154,-3224,1778
29896,5008,-7451,19853,174,-3228,1772
29906,5016,-7489,19900,162,-3233,1790
29916,5037,-7474,19933,170,-3232,1788
29925,5004,-7485,19935,183,-3234,1776
29935,5003,-7472,19907,169,-3227,1774
29945,5015,-7473,19906,155,-3230,1781
29955,5003,-7496,19917,160,-3230,1775
29965,5063,-7519,19909,159,-3224,1774
29975,5064,-7460,19922,168,-3217,1787
29985,5043,-7483,19861,166,-3233,1788
29995,5028,-7489,19912,170,-3231,1776
30005,5008,-7461,19883,169,-3230,1780
30015,5013,-7454,19924,168,-3231,1786
30034,5028,-7461,19867,169,-3220,1783
30044,5034,-7501,19880,160,-3225,1788
30054,5036,-7463,19866,159,-3234,1776
30064,4988,-7488,19915,165,-3226,1780
30074,4980,-7491,19879,174,-3224,1789
30084,4994,-7505,19880,138,-3228,1786
30094,5007,-7455,19889,144,-3222,1780
30104,5034,-7461,19875,168,-3227,1776
30114,5001,-7457,19916,175,-3222,1772
30124,5034,-7461,19924,163,-3226,1789
30134,5020,-7477,19909,157,-3227,1797
30144,5023,-7478,19895,164,-3242,1784
30153,5006,-7501,19874,163,-3237,1786
30163,5003,-7471,19905,172,-3217,1784
30173,5019,-7491,19878,165,-3216,1772
30183,5034,-7483,19868,162,-3224,1774
30193,5023,-7480,19890,164,-3225,1776
30203,5023,-7476,19912,166,-3224,1775
30213,5013,-7501,19872,177,-3220,1773
30223,5020,-7481,19900,162,-3224,1779
30233,5035,-7482,19905,163,-3240,1780
30243,5013,-7473,19897,178,-3237,1775
30253,5017,-7433,19912,182,-3232,1780
30262,5029,-7450,19910,174,-3236,1784
30272,5025,-7484,19865,167,-3225,1776
30282,5014,-7479,19896,158,-3230,1779
